Age,Annual_Income,Loan_Amount,Years_Employed,Dependents,Credit_History,Risk_Flag
49,83197,32516,17,3,Yes,0
61,86087,32476,8,2,Yes,0
32,73817,12004,17,0,Yes,0
43,96700,20076,21,4,No,0
38,135994,21171,32,4,Yes,0
53,47360,20109,2,0,Yes,0
59,58485,9301,11,2,Yes,0
23,95379,6239,24,2,Yes,0
46,38756,9039,25,1,Yes,0
18,111891,40978,18,3,Yes,0
47,123393,47384,1,4,Yes,1
59,132173,1867,6,3,Yes,0
20,90392,11404,19,0,Yes,0
53,30057,37417,37,0,No,1
19,127327,46174,38,0,Yes,0
37,40431,7218,30,4,No,0
27,123370,14936,0,2,Yes,0
21,67006,9195,12,0,Yes,0
41,143867,34005,22,1,Yes,0
37,105205,1658,34,1,No,0
27,65312,9734,0,0,Yes,0
52,60818,9906,14,4,No,0
59,96025,38056,17,0,Yes,0
46,149941,35294,6,0,Yes,0
51,141555,11633,28,1,Yes,0
43,81313,31284,9,0,Yes,0
43,138972,8660,39,3,Yes,0
62,61792,33264,32,0,Yes,0
52,29916,23505,34,2,Yes,0
24,137021,23953,10,3,No,0
19,30510,49208,3,0,Yes,1
30,99120,25846,14,0,Yes,0
43,132109,7855,0,4,Yes,0
41,100903,36268,20,3,Yes,0
55,111860,24461,10,4,Yes,0
60,46014,35832,1,3,Yes,1
60,44815,10380,4,4,Yes,0
32,131546,35133,24,3,Yes,0
36,41859,44411,5,3,Yes,0
50,105447,48797,6,4,Yes,0
28,87957,9954,23,4,Yes,0
55,84450,33228,29,4,Yes,0
46,141548,36284,18,2,No,1
34,31162,27292,7,1,No,1
25,118297,27592,8,2,Yes,0
62,71630,32657,28,3,Yes,0
61,59115,43083,26,3,Yes,0
56,23420,44065,32,0,Yes,1
57,22175,34160,29,1,Yes,1
46,25362,25544,9,4,Yes,0
25,28176,46483,19,4,Yes,1
35,130853,47404,4,2,Yes,0
55,148101,17622,16,3,Yes,0
28,23526,41327,19,4,Yes,1
42,143322,11952,36,1,Yes,0
20,134867,26041,2,0,Yes,0
37,81743,32342,12,4,Yes,0
22,31066,14806,1,0,Yes,1
46,49882,11528,25,4,Yes,0
39,36304,40103,35,0,Yes,1
42,68621,30224,16,4,Yes,0
27,55050,45938,1,3,Yes,1
25,105579,22458,4,2,Yes,0
20,111901,45389,35,2,Yes,0
46,108116,29368,29,0,Yes,0
41,98315,9417,10,2,Yes,0
20,117885,15795,18,1,No,0
45,102948,2452,22,0,Yes,0
51,93202,16329,39,2,Yes,0
64,44578,46900,16,4,Yes,0
63,57656,23343,36,4,Yes,0
48,104743,43926,19,4,No,1
41,51153,10217,35,2,Yes,0
27,28254,8263,30,1,Yes,0
28,139374,42715,38,4,Yes,0
48,35861,16003,22,2,Yes,0
28,127497,38918,33,4,Yes,0
19,143527,20084,26,2,No,0
34,92551,31993,38,3,Yes,0
29,48064,37680,26,0,No,1
57,49203,16900,31,0,No,0
40,122547,26159,39,3,Yes,0
52,132854,43354,23,3,Yes,0
53,95751,38126,14,2,Yes,0
53,137025,17547,36,2,Yes,0
63,31268,33399,37,4,Yes,1
45,42553,41478,16,0,Yes,0
33,38414,31339,6,1,Yes,1
34,88795,8458,23,0,Yes,0
52,129211,2924,26,3,Yes,0
42,132051,37366,4,3,Yes,0
59,42191,28932,13,4,Yes,0
60,116090,21114,38,4,Yes,0
38,130901,18097,36,3,Yes,0
31,104983,12439,23,0,Yes,0
43,145648,33726,12,1,Yes,0
56,36484,24763,15,0,Yes,0
53,105122,4487,24,1,Yes,0
40,107643,22957,16,2,Yes,0
41,138906,48796,6,0,No,1
44,73583,23064,12,2,Yes,0
34,29399,12230,11,0,Yes,0
32,64397,15910,13,4,Yes,0
31,30346,12039,11,3,No,1
40,47301,17533,8,0,No,0
23,33866,43661,13,3,Yes,1
27,89407,46117,16,3,Yes,0
51,38799,44829,21,3,Yes,1
44,23333,24511,9,3,Yes,0
58,36120,28700,4,4,Yes,0
45,134463,46348,11,2,Yes,0
35,140035,12443,13,4,Yes,0
19,20684,41264,31,2,Yes,1
26,89211,15096,26,3,Yes,0
44,88247,8188,21,4,Yes,0
42,117662,9989,20,3,No,0
42,105597,3636,24,1,Yes,0
35,123657,24391,21,0,Yes,0
32,95153,19546,39,4,Yes,0
39,37772,4134,2,2,Yes,0
28,92914,49465,7,1,Yes,0
20,113034,37234,29,1,Yes,0
56,65708,32719,3,2,Yes,0
20,93927,3512,12,4,Yes,0
32,140388,32583,24,4,Yes,0
61,26869,27836,27,0,No,1
29,106457,40945,1,0,No,1
36,84648,42578,38,4,Yes,0
33,69323,49623,24,4,No,1
18,67968,46775,21,0,Yes,0
45,126128,5966,11,0,Yes,0
51,51876,43972,0,1,Yes,1
50,63372,14740,34,3,Yes,0
34,136251,21553,14,1,Yes,0
58,27044,39071,30,3,Yes,1
30,54052,29460,19,2,Yes,0
43,123678,6091,34,2,Yes,0
46,26320,38640,22,2,Yes,1
55,123356,24653,5,1,Yes,0
43,93273,3555,39,0,Yes,0
23,86920,9219,38,1,Yes,0
29,122785,31466,21,2,Yes,0
55,112694,5599,37,1,Yes,0
43,32563,26972,19,1,Yes,0
64,136049,13455,24,2,Yes,0
28,130708,24195,28,0,Yes,0
19,63098,20541,23,4,Yes,0
20,92402,44409,37,2,Yes,0
56,79254,45917,12,2,Yes,0
27,103337,37370,39,3,Yes,0
37,114702,7094,22,3,Yes,0
37,114119,24581,0,1,Yes,0
25,48878,1757,16,1,No,0
24,113590,46413,31,2,Yes,0
58,37335,26336,35,1,Yes,0
46,78798,2304,9,4,Yes,0
43,37600,21030,8,1,No,1
46,149394,8482,34,0,Yes,0
59,91160,12413,6,1,Yes,0
40,116494,28488,24,4,Yes,0
36,72798,33236,30,2,Yes,0
49,78985,9727,35,3,Yes,0
63,118662,40865,35,1,Yes,0
42,79252,41122,0,3,No,1
49,120993,48621,26,1,No,1
40,117881,20981,20,0,No,0
37,116496,10338,33,0,No,0
28,148771,17623,31,4,Yes,0
31,52556,26836,31,4,No,0
30,92105,26914,26,3,No,0
56,101481,3416,10,1,Yes,0
37,106843,38976,33,4,Yes,0
60,112479,2542,3,3,Yes,0
20,119889,10201,38,4,Yes,0
48,59536,33162,25,4,Yes,0
57,124634,43949,23,4,Yes,0
36,75919,17154,13,2,Yes,0
29,51746,18251,23,1,Yes,0
55,89072,4733,35,3,Yes,0
32,148376,47266,2,1,No,1
28,43401,3838,16,3,Yes,0
59,107616,48727,39,1,Yes,0
51,76627,32881,34,0,Yes,0
34,32391,36607,27,0,Yes,1
34,69648,3966,35,4,Yes,0
59,70639,37023,28,1,Yes,0
44,78565,43789,12,1,Yes,0
48,126263,31036,6,4,Yes,0
49,93844,15284,4,2,No,0
47,120956,18744,10,3,Yes,0
41,65667,20940,27,0,No,0
38,89110,1375,2,4,No,0
49,101165,5849,38,1,Yes,0
26,143795,17710,30,0,Yes,0
58,130234,28122,4,3,Yes,0
51,50844,8749,5,3,Yes,0
47,133415,28881,2,2,Yes,0
22,68926,37499,30,4,Yes,0
40,130032,28268,24,1,Yes,0
36,24096,30662,33,1,No,1
48,112403,14440,17,3,Yes,0
59,98592,27979,22,3,Yes,0
44,144697,48670,3,0,Yes,0
29,104846,26832,19,1,No,0
27,65798,20929,10,2,Yes,0
33,114024,2244,4,2,Yes,0
22,126359,21581,13,1,No,0
45,106078,25236,5,3,No,0
49,53012,42999,36,2,Yes,0
46,97661,37097,5,4,Yes,0
29,128611,17302,1,3,Yes,0
21,142728,3458,1,0,Yes,0
26,81600,45890,38,0,No,1
32,20591,8832,0,3,Yes,1
64,64111,37884,3,4,Yes,0
22,88122,41117,28,0,Yes,0
28,107052,21055,19,3,Yes,0
50,137771,22618,27,4,Yes,0
51,118759,27953,16,0,Yes,0
40,64763,6004,22,3,Yes,0
43,80289,39922,27,2,Yes,0
61,24923,38827,37,4,Yes,1
31,47617,49642,19,0,No,1
42,58174,1711,12,4,Yes,0
28,117423,3315,22,1,Yes,0
26,37177,13043,22,0,Yes,0
30,58311,30126,0,0,Yes,1
56,129593,37380,28,1,Yes,0
37,144501,36533,11,0,Yes,0
37,110886,37008,22,1,Yes,0
31,88020,6943,1,1,Yes,0
52,59950,44815,7,4,No,1
48,79919,19939,30,3,Yes,0
22,92781,28099,8,0,No,0
38,111501,49686,12,1,Yes,0
18,59823,39079,3,3,Yes,0
35,145076,35869,35,4,Yes,0
32,90515,14003,23,3,No,0
18,75598,14731,24,4,Yes,0
48,37077,31284,22,0,No,1
34,36676,13976,7,2,Yes,0
45,110365,21311,28,3,Yes,0
49,119724,27526,6,1,Yes,0
59,124417,38459,29,1,Yes,0
20,39510,38012,1,2,Yes,1
40,122201,31885,33,4,Yes,0
47,48555,30433,20,4,Yes,0
56,109520,4194,16,1,No,0
28,29834,25159,39,1,Yes,0
26,31939,5854,8,4,No,1
50,74078,1999,25,4,Yes,0
21,56282,9430,17,4,No,0
27,78734,4760,12,3,Yes,0
22,107748,24903,29,0,No,0
33,40092,14679,20,1,Yes,0
25,41230,29783,34,3,Yes,0
24,47757,7228,16,0,No,0
24,81596,48080,32,4,Yes,0
63,65810,27865,8,3,Yes,0
31,41256,1972,27,2,Yes,0
39,76406,33036,15,2,Yes,0
62,76063,19992,30,1,Yes,0
42,70281,28994,10,0,Yes,0
24,61335,14440,3,4,Yes,0
41,57355,8676,6,3,Yes,0
29,32834,42800,37,4,Yes,1
60,33273,42041,13,4,Yes,1
51,38642,28940,17,4,Yes,0
41,70185,2046,8,4,No,0
63,99646,22705,36,3,Yes,0
50,103184,44982,11,4,Yes,0
18,90739,41911,35,2,Yes,0
23,63158,5290,2,4,No,0
22,22596,12866,24,0,No,0
27,82008,32016,19,2,Yes,0
48,70912,13072,32,4,Yes,0
45,20559,43586,12,1,Yes,1
53,142323,33040,1,0,Yes,1
26,86770,36805,3,2,No,1
34,81918,27309,6,1,Yes,0
19,134246,2333,0,2,No,1
61,137922,39783,7,0,Yes,0
45,52747,41955,29,4,Yes,0
24,107566,7587,32,4,No,0
39,107744,10297,9,3,Yes,0
19,23196,19689,6,3,Yes,0
35,39623,22891,21,3,Yes,0
59,55650,21045,36,0,Yes,0
34,78282,19368,21,3,Yes,0
28,64345,18645,29,1,Yes,0
32,110032,19733,35,0,Yes,0
45,133142,3589,10,1,No,0
27,74290,3154,4,1,Yes,0
34,116324,25977,21,1,Yes,0
47,74596,16584,23,2,Yes,0
26,143927,43568,5,3,Yes,0
30,116172,23768,31,0,Yes,0
19,74911,32437,0,2,Yes,1
35,105180,6587,24,1,Yes,0
54,93786,16060,14,2,No,0
56,147781,35422,27,4,Yes,0
32,40504,49957,5,0,No,1
37,57830,12701,38,0,Yes,0
41,47956,11677,26,2,Yes,0
25,102742,17411,25,3,Yes,0
37,57690,32818,21,3,Yes,0
46,60667,36515,36,4,No,1
34,54674,31886,0,1,Yes,1
34,58294,32602,23,2,No,1
49,111963,47633,19,0,Yes,0
35,76782,23828,30,2,Yes,0
35,25004,34722,39,4,Yes,1
19,50143,24097,36,0,Yes,0
60,129419,22629,35,4,No,0
31,127983,8485,24,4,No,0
48,93048,44167,11,3,Yes,0
37,144904,30091,12,0,Yes,0
40,41309,47849,12,4,Yes,0
32,36766,4048,16,2,No,1
26,92204,29299,30,2,No,0
40,28998,29648,35,3,Yes,0
59,89903,19212,13,2,Yes,0
56,112862,7771,9,4,Yes,0
20,78105,18870,8,3,Yes,0
24,29001,17782,16,0,Yes,0
60,40505,37688,37,4,Yes,0
20,96830,31237,28,1,Yes,0
20,146924,14002,21,1,Yes,0
24,115758,17211,16,1,Yes,0
38,145093,17464,14,3,Yes,0
42,47460,29018,22,1,Yes,0
60,122674,44056,33,0,Yes,0
28,75103,12692,6,1,Yes,0
30,56394,6909,21,3,Yes,0
38,75240,8649,14,1,Yes,0
32,111211,4665,2,1,Yes,0
59,88682,32275,6,0,Yes,0
52,147394,44602,25,2,Yes,0
31,56368,49093,10,0,Yes,0
44,115798,31086,23,0,Yes,0
25,88422,9036,2,1,Yes,0
34,33663,22747,37,2,Yes,0
64,86266,28601,16,1,Yes,0
49,78830,13631,12,0,Yes,0
35,50857,25146,21,0,Yes,0
26,142415,34556,21,3,No,1
52,33565,46797,16,0,Yes,1
57,127668,48765,15,2,Yes,0
59,38687,21001,37,3,No,1
47,68002,24108,9,4,Yes,0
32,105693,49976,6,1,Yes,0
52,64732,15587,26,2,Yes,0
51,148391,28369,15,0,No,0
30,94163,15016,22,4,Yes,0
19,91303,44108,21,4,Yes,0
18,83226,25718,16,1,No,0
25,43241,8101,3,4,Yes,0
51,139746,27564,35,4,Yes,0
57,112838,10012,39,0,No,0
46,63665,13342,12,0,Yes,0
56,39422,23666,4,4,Yes,0
18,44722,29207,18,0,Yes,0
35,55886,20121,22,1,Yes,0
35,109301,36495,14,3,Yes,0
51,146434,6318,38,1,Yes,0
64,133461,41033,34,0,Yes,0
27,69684,14760,28,3,Yes,0
52,89767,3520,24,4,Yes,0
48,114369,47112,14,3,No,1
23,114296,32856,9,4,No,1
30,135123,22129,1,3,No,1
31,54592,25002,23,1,Yes,0
46,28118,26038,22,3,No,1
50,53895,18946,36,1,No,0
51,25969,31539,21,1,Yes,1
54,123976,17910,5,3,Yes,0
30,28888,30621,23,3,Yes,0
56,46162,30000,14,4,Yes,0
60,31136,21501,23,2,No,1
29,137878,15468,39,0,No,0
29,37659,2316,0,1,Yes,1
52,54764,48965,23,3,No,1
63,79220,48031,8,4,Yes,0
23,130879,36003,11,1,Yes,0
43,134427,31511,22,2,Yes,0
57,32683,18763,21,4,No,1
46,138706,26041,1,1,Yes,0
52,88811,31893,20,3,Yes,0
42,47624,6279,33,4,Yes,0
20,20148,6462,20,1,Yes,0
60,35701,12156,24,0,Yes,0
54,148344,2225,7,3,Yes,0
21,109119,25585,14,2,Yes,0
18,100107,9390,5,2,Yes,0
57,88623,39547,36,4,Yes,0
27,131975,40184,15,4,Yes,0
34,98883,10705,30,3,Yes,0
49,97338,47862,13,0,Yes,0
27,41071,12782,27,1,No,0
19,108606,11961,15,0,Yes,0
53,60612,46243,29,0,Yes,0
18,81501,29668,34,0,Yes,0
64,68487,36191,13,1,Yes,0
56,82798,20374,6,0,No,0
49,137804,17506,22,2,Yes,0
18,45557,18613,8,1,Yes,0
24,51976,23966,12,4,Yes,0
60,52963,31269,2,0,Yes,0
26,139952,14707,11,1,No,0
54,92652,32689,36,4,Yes,0
53,140185,36749,8,0,Yes,0
46,46926,18789,24,0,Yes,0
63,102805,26978,28,0,Yes,0
25,133528,2354,31,2,Yes,0
44,117079,2381,36,1,Yes,0
60,147640,38747,31,1,Yes,0
55,84356,20276,11,3,Yes,0
33,110896,46799,23,2,Yes,0
51,121203,46294,37,4,Yes,0
60,80797,11053,36,0,Yes,0
37,110504,46878,7,3,Yes,0
39,52813,9058,32,1,Yes,0
50,137718,39842,7,1,No,1
45,57317,30617,14,1,Yes,0
18,122488,6518,39,4,Yes,0
48,30208,2979,22,3,Yes,0
20,77014,10734,32,2,Yes,0
23,48715,12780,12,3,Yes,0
63,87005,37415,26,1,No,1
61,44022,42173,26,4,Yes,0
30,144296,8316,3,3,Yes,0
20,138148,39186,12,0,Yes,0
55,60663,1093,18,0,Yes,0
29,139502,48728,7,2,Yes,0
25,109506,1518,25,1,Yes,0
28,92746,26654,36,1,No,0
59,90258,32529,36,2,No,1
35,77941,15012,26,1,No,0
21,46707,28977,12,1,Yes,0
20,94236,1556,27,1,Yes,0
43,75797,12171,18,4,No,0
48,24302,25890,38,2,Yes,0
39,142402,16032,32,3,Yes,0
21,126167,37214,9,4,No,1
36,44945,27933,39,0,Yes,0
31,34691,32740,1,1,Yes,1
64,90572,24663,8,0,Yes,0
61,24841,6257,4,1,No,1
44,135795,40606,13,1,Yes,0
53,58397,42535,17,2,Yes,0
52,111552,18169,23,2,Yes,0
62,82014,36851,34,3,No,1
51,75892,25204,2,4,Yes,0
30,50505,48229,33,1,Yes,0
60,114075,45954,3,4,Yes,0
52,28744,45735,0,4,Yes,1
30,77865,24459,4,0,Yes,0
27,34708,1907,36,3,Yes,0
34,57251,47659,30,4,Yes,0
59,125209,36291,5,2,Yes,0
61,21894,34149,18,4,Yes,1
19,57822,10872,15,4,Yes,0
59,76630,25130,26,1,No,0
49,90009,11472,17,1,Yes,0
36,55548,40185,29,3,Yes,0
24,138194,31755,22,3,Yes,0
23,90690,4747,8,2,No,0
32,76381,49151,38,2,Yes,0
61,91200,49192,3,3,Yes,0
34,148782,15862,22,4,Yes,0
25,24791,2702,6,1,Yes,0
27,114218,16032,38,0,Yes,0
61,105982,40383,24,2,Yes,0
32,51110,31313,25,1,Yes,0
57,128719,29274,35,2,Yes,0
28,56519,38672,5,1,Yes,0
39,122481,11078,29,2,Yes,0
25,130996,34796,36,1,Yes,0
41,106623,3366,37,1,Yes,0
57,37189,5138,38,4,Yes,0
64,32210,6830,4,2,Yes,0
39,20432,21159,18,3,Yes,0
18,124493,31327,29,2,Yes,0
52,54416,22053,13,4,Yes,0
31,69386,13396,38,2,Yes,0
29,37903,18658,35,4,Yes,0
62,122689,4399,21,1,Yes,0
43,36417,38781,0,3,Yes,1
46,92717,5881,26,4,No,0
25,117276,34311,13,0,Yes,0
58,28625,47526,10,3,No,1
33,129934,19426,18,2,Yes,0
52,59963,11960,37,4,Yes,0
34,119489,6176,28,1,No,0
31,112447,32210,1,2,Yes,1
29,47821,23447,32,4,Yes,0
21,66221,32601,2,1,Yes,0
45,63315,28431,34,4,Yes,0
53,78420,9001,21,1,No,0
28,31441,49974,18,4,Yes,1
40,77600,17960,27,1,Yes,0
34,54361,8404,11,3,Yes,0
18,92240,23347,15,3,Yes,0
30,57412,17448,33,3,Yes,0
27,147843,1695,10,3,Yes,0
64,47723,24752,18,2,Yes,0
53,111103,4625,24,2,Yes,0
37,98798,20178,30,2,Yes,0
26,132148,18568,27,0,Yes,0
63,53368,49384,6,4,Yes,0
29,85277,40305,15,1,Yes,0
47,52305,8593,7,2,Yes,0
30,87641,27278,30,0,Yes,0
55,128378,32854,2,3,Yes,0
31,64518,17289,10,0,Yes,0
23,108714,43734,6,0,Yes,0
54,113697,43320,2,0,Yes,0
35,107221,46147,5,2,Yes,0
30,70521,16677,34,0,Yes,0
28,135131,6283,11,1,Yes,0
32,138319,48750,14,0,No,1
61,77819,43975,2,1,Yes,0
61,97470,28835,11,4,Yes,0
38,116489,43094,10,2,Yes,0
64,62853,23316,37,1,Yes,0
58,105745,46267,38,1,Yes,0
22,103100,44726,10,3,Yes,0
60,30956,20299,23,3,Yes,0
39,26033,4590,11,3,Yes,0
31,62321,4934,30,2,Yes,0
32,69954,42295,6,1,Yes,0
43,140294,35929,0,2,Yes,0
40,99637,44937,35,1,Yes,0
44,20094,21521,19,2,No,1
48,82497,29080,26,2,Yes,0
34,134507,34602,31,1,Yes,0
61,29649,12752,35,4,Yes,0
47,110629,6391,26,2,No,0
49,45395,30412,7,4,Yes,0
63,25813,38221,27,2,No,1
37,85206,14907,24,2,Yes,0
37,114194,47875,4,4,Yes,0
51,95287,9050,31,1,Yes,0
57,112993,36030,12,1,No,1
54,79004,30534,31,0,Yes,0
40,104891,8089,15,0,No,0
33,85687,23101,15,0,No,0
33,24781,8088,33,4,Yes,0
63,58734,2265,38,3,Yes,0
53,81305,24729,23,2,Yes,0
21,44918,14049,11,4,Yes,0
59,52099,14820,28,2,Yes,0
54,45444,49629,25,1,Yes,0
59,122735,48097,16,1,Yes,0
41,94570,13651,18,1,Yes,0
63,51589,14598,16,1,No,0
57,127608,37884,16,2,Yes,0
49,81161,44638,18,0,Yes,0
38,104500,45775,5,2,Yes,0
37,37997,33863,14,3,No,1
43,149000,23615,2,2,Yes,0
38,39871,42604,24,1,Yes,1
30,42388,41531,8,3,Yes,0
39,26277,23951,37,0,No,1
38,111494,43278,38,4,No,1
42,21942,42348,0,2,No,1
22,91035,27520,36,1,No,0
63,122968,19802,0,1,Yes,0
56,111384,4898,2,4,Yes,0
35,86333,4436,28,1,Yes,0
22,121925,23068,9,0,Yes,0
20,82077,27224,32,1,No,0
30,141750,2579,5,3,No,0
59,74091,36674,10,1,No,1
24,84289,6385,25,4,Yes,0
24,49022,3014,12,4,No,0
22,34662,16674,23,2,No,1
41,70029,43528,24,1,Yes,0
18,110898,6852,15,0,Yes,0
31,139277,3560,31,1,Yes,0
64,93567,5684,6,1,Yes,0
48,113542,33527,5,1,Yes,0
51,87839,36777,6,2,Yes,0
39,116356,2019,13,0,Yes,0
48,88666,15962,34,0,Yes,0
60,43580,7959,21,3,Yes,0
41,111288,25419,9,2,Yes,0
63,113302,46652,27,0,Yes,0
50,33246,48673,27,2,Yes,1
55,146998,24550,27,2,Yes,0
63,119987,23612,3,2,Yes,0
33,47201,5671,15,3,Yes,0
42,22597,26287,8,2,Yes,0
40,53800,16635,14,2,No,0
61,131484,34715,38,3,Yes,0
52,94967,35994,32,1,No,1
42,109405,7710,14,0,Yes,0
26,146883,40945,13,3,Yes,0
34,90585,12311,18,3,Yes,0
18,110450,14127,4,0,Yes,0
36,61002,22364,19,4,Yes,0
38,20255,47586,9,2,No,1
63,33965,15460,14,1,Yes,0
46,94319,36169,14,0,Yes,0
24,146248,33969,26,1,Yes,0
49,96764,47009,36,2,No,1
19,77275,5787,11,2,Yes,0
49,91694,15693,13,1,Yes,0
35,84068,6111,19,1,No,0
19,114786,35952,14,4,Yes,0
57,41711,7846,17,4,No,0
58,117295,37176,29,1,Yes,0
47,65538,9964,18,1,Yes,0
21,97722,29672,8,3,Yes,0
33,38847,37953,4,1,Yes,1
45,133766,43369,35,2,Yes,0
61,76035,24404,16,1,Yes,0
60,66104,35401,22,0,Yes,0
18,125736,30373,24,0,Yes,0
25,68624,42163,37,3,Yes,0
45,65076,20525,37,3,Yes,0
52,95783,29401,7,2,Yes,0
57,94632,47264,32,2,Yes,0
57,26402,10895,39,3,Yes,0
63,60888,35648,35,4,Yes,0
41,48525,19458,25,2,Yes,0
23,43795,46335,38,1,Yes,0
63,41686,26784,8,2,No,0
53,125620,41149,39,2,Yes,0
38,118752,36435,0,3,No,1
53,115812,26499,15,3,Yes,0
38,122193,29677,22,0,No,0
61,145769,17314,34,0,Yes,0
34,112321,32325,21,0,Yes,0
61,37158,5260,22,1,Yes,0
29,97034,12447,9,0,Yes,0
38,79618,14750,6,0,Yes,0
27,21789,48452,32,4,Yes,1
22,125509,40113,13,0,Yes,0
24,82598,16523,19,3,Yes,0
35,103805,7714,26,3,Yes,0
56,27933,24580,37,1,Yes,0
31,23980,16629,5,4,Yes,0
42,132317,17006,3,4,Yes,0
45,93633,32945,37,2,Yes,0
48,132743,6663,38,0,Yes,0
28,63371,18341,11,0,Yes,0
30,101556,4717,15,0,Yes,0
20,64358,24202,33,4,Yes,0
57,133073,31635,25,2,Yes,0
41,58398,14065,1,1,Yes,0
62,119502,37163,2,0,Yes,0
59,135613,15405,39,1,Yes,0
62,59293,18677,26,3,Yes,0
60,149789,3452,32,4,Yes,0
38,51923,17439,34,1,No,0
38,126704,33357,4,4,Yes,0
48,20211,23812,4,4,Yes,0
48,114079,22471,5,2,Yes,0
29,129687,46930,37,1,Yes,0
62,82040,16891,35,4,Yes,0
50,105820,6919,15,4,Yes,0
62,37533,29087,34,2,Yes,0
37,53513,17139,13,3,Yes,0
28,132770,20637,3,4,No,0
50,41556,13213,6,3,Yes,0
43,45921,31885,2,1,Yes,0
44,143775,48879,5,2,No,1
33,86945,28190,3,2,Yes,0
34,79817,7088,38,2,Yes,0
49,96820,27104,27,1,No,0
39,23712,19195,10,0,Yes,0
34,80155,39831,31,1,Yes,0
39,67455,16441,10,4,Yes,0
21,95133,30552,16,2,Yes,0
33,56821,12723,22,2,Yes,0
46,77889,15987,19,2,Yes,0
60,76078,40456,31,0,Yes,0
43,75828,23480,36,4,Yes,0
33,111916,24360,28,3,Yes,0
51,100206,28204,37,2,Yes,0
18,66698,24007,6,0,Yes,0
45,27045,6900,36,1,Yes,0
28,43052,7203,16,2,Yes,0
33,135996,10934,38,2,Yes,0
56,71720,24100,24,0,Yes,0
43,121999,22164,14,4,No,0
53,42666,11934,13,4,Yes,0
30,75046,19784,32,0,Yes,0
38,82137,5626,31,3,Yes,0
30,132117,13801,21,2,No,0
46,84559,22703,5,4,No,0
37,37862,42048,17,1,Yes,1
19,73950,19437,4,0,No,0
24,48013,47806,30,0,No,1
22,148913,23555,1,0,Yes,0
38,73790,28675,25,1,Yes,0
64,45968,37989,26,3,Yes,0
40,30523,31373,1,1,Yes,1
61,100722,16935,6,1,Yes,0
26,43901,33587,23,2,Yes,0
23,82670,43824,25,2,No,1
61,35082,43531,39,3,Yes,1
42,97188,23805,32,2,Yes,0
62,61420,15396,29,1,Yes,0
37,119468,11548,16,0,Yes,0
25,62176,39942,12,3,Yes,0
37,92597,39738,25,4,Yes,0
27,149633,37655,33,3,Yes,0
22,106755,37812,35,2,No,1
45,52322,47716,16,4,Yes,0
62,108713,38371,27,2,Yes,0
47,104208,35001,7,0,Yes,0
29,136616,1154,20,0,Yes,0
39,134250,19070,32,4,No,0
23,49533,9947,33,1,Yes,0
55,26806,13941,31,2,Yes,0
39,31095,48628,13,2,Yes,1
41,113976,17874,4,0,No,0
28,37333,5574,28,1,Yes,0
46,54189,31736,17,0,Yes,0
32,41352,26123,22,4,No,0
53,24352,11485,26,2,Yes,0
33,122840,46201,3,3,No,1
34,92115,24267,36,0,Yes,0
58,114727,32852,21,0,Yes,0
61,123080,8428,19,3,Yes,0
51,93108,11479,3,4,Yes,0
29,143794,45619,25,4,No,1
46,88449,9126,31,2,Yes,0
30,30482,14042,7,4,Yes,0
22,57145,10963,22,3,Yes,0
23,24090,44382,10,2,Yes,1
32,34677,49743,6,0,Yes,1
23,21950,23369,29,0,Yes,0
60,103816,5014,12,2,Yes,0
19,92219,40541,5,4,Yes,0
34,47588,42540,7,0,Yes,0
52,137928,29941,34,4,No,0
33,28262,14425,19,1,No,1
60,89810,7372,7,1,Yes,0
46,118756,2861,23,2,No,0
60,142778,14698,6,3,No,0
37,47738,9900,17,0,Yes,0
45,28520,44016,23,4,Yes,1
54,145467,12089,18,3,Yes,0
29,58244,10147,34,0,No,0
19,134286,33047,18,0,No,1
43,52430,31544,20,0,Yes,0
24,83179,4311,6,1,No,0
62,92739,49180,18,1,Yes,0
27,120085,17685,0,3,Yes,0
31,21778,8983,33,0,Yes,0
19,48439,9849,3,1,Yes,0
39,133440,40004,5,1,Yes,0
56,119704,20396,2,0,Yes,0
33,108356,5049,6,2,No,0
24,147192,8319,13,4,No,0
21,20903,5909,3,4,Yes,0
61,96286,46813,31,4,Yes,0
32,66629,5052,20,0,Yes,0
39,107116,15692,9,3,Yes,0
44,106862,6147,32,2,Yes,0
59,90027,19946,37,2,No,0
45,47452,26226,29,4,Yes,0
20,137045,17411,35,3,Yes,0
56,91745,1193,37,3,No,0
43,148489,5153,28,3,Yes,0
56,50982,41601,25,1,No,1
44,63220,22380,0,2,Yes,0
45,103482,9843,9,4,No,0
37,92867,31433,20,2,Yes,0
35,128931,20650,35,2,Yes,0
26,66910,49285,24,2,Yes,0
26,103629,31783,38,1,Yes,0
23,109779,20290,12,2,Yes,0
20,23346,21223,24,1,Yes,0
62,85250,16852,36,2,No,0
56,107404,18536,3,0,Yes,0
42,77893,47995,18,0,Yes,0
31,120587,9108,38,2,Yes,0
19,21049,27709,19,1,Yes,0
41,65678,42308,23,3,Yes,0
24,54568,23787,3,3,Yes,0
52,149909,6149,34,3,Yes,0
56,43555,41677,19,1,Yes,0
41,20981,13128,14,4,Yes,0
42,147750,27989,8,0,No,0
21,140155,46360,17,3,Yes,0
23,140155,24999,35,3,Yes,0
56,63094,39469,29,1,Yes,0
55,44278,12340,15,3,Yes,0
